ID,Gene Symbol
16754056,LOC105369826
16853703,LOC101927168
16995835,
16686253,ERI3-IT1
16714409,MBL2
16842832,MIR4732
16825306,EIF3CL; EIF3C
17047268,GTF2IRD2B; GTF2IRD2
16994696,
16981931,ENPP6
17089640,CERCAM
16834168,LOC100505782
16810660,UBAP1L
17117802,RBM22P1
16785058,HIF1A
16977820,HSD17B11
16889113,
16738611,OR5B17
16943429,ZBTB11-AS1
16872545,CYP2A7P1; CYP2A7
17004691,
17094432,
16857839,
16858991,PKN1
16889958,ZDBF2
16685477,
16899682,
16662251,LOC101929464
16860492,
16700236,
16661155,LIN28A
17118262,LOC644794
16912535,KIF3B
16899655,
16952431,CX3CR1
16855923,LOC400655
16835768,LOC101927230
16732296,CBL
16892446,INPP5D
16908977,SCG2
16745990,MIR3167
17126240,
17125380,
16986941,
16926069,LOC101928255
16678925,LOC101927787; LOC105373209; LOC148638
16966154,UGDH-AS1
17011071,
17125148,
16886130,SPOPL
17116491,RBMY2FP
17010760,NT5E
16913617,MIR548O2
17074735,FAM86B1
17071976,
16842183,ZNF286B
16950050,
17019924,DEFB112
17016025,
16745016,CD3D
17083898,
16899982,LOC101928173
16981325,
16837189,
17038998,
17050154,PRKAR2B
17087343,NCBP1
17123588,
17122442,
16958967,RPL32P3
16799351,LOC100505534
16925900,
17124784,
17014947,LOC101929692; LOC105379561
17052864,TCAF2
16975035,
16684611,
17117659,
16837044,TCAM1P
16664100,AKR1A1
17124838,
16847921,GNA13
17064780,BLACE
16661904,
16910674,C20orf202
16948773,ABCF3
16750576,LOC102725258
16764724,SMAGP
17107167,CT45A5; CT45A8; CT45A9; CT45A2; CT45A6; CT45A7; CT45A4
16742121,
16657529,LOC284600
16723795,
16997990,MIR3660
16852660,OACYLP
16928758,LOC105372986
16981487,
16814230,DECR2; NME4
16760603,MLF2
16667177,
16964567,STX18-AS1
16696863,LOC105371634
16981119,MARCH1
17120522,
16764564,LIMA1
16716019,TMEM254-AS1
16707009,PAPSS2
16731492,REXO2
16921338,ARFRP1
16753402,
16878717,
16686648,MKNK1
16913973,LOC101927200
16906793,
16925602,ERG
16688665,PIGK
17095870,OGN
16698036,
16993557,
16993526,
16714170,OGDHL
16768438,BTG1; LINC01619
17087753,OR13C8
16966680,LOC105377652
17077680,TTPA
16961949,
17102272,SCARNA23
17055937,OSBPL3
16788271,CYP46A1
17044298,
16672097,APOA1BP
16713487,ZNF239
16729035,SPCS2
16742058,P4HA3
17105809,TMSB15B
16855629,RNF152
16953237,LOC100133032
16701156,LINC01347
17125402,
16868986,ELAVL3
16757581,
16713872,GDF2
16789869,POTEM; POTEG
16707316,
17121870,
16993027,PRELID1
17027071,
17032376,
17116658,PRY; PRYP3; PRYP4
17117317,PRY; PRYP3; PRYP4
16714504,ZWINT
16985389,SREK1
17055342,
16921850,GABPA
17045540,
17068724,SPIDR
16683639,
16888317,SSFA2
16747819,LOC101927882
16980768,
17119404,
16683397,GALE
16943919,C3orf52
16686990,TTC39A
16904780,SPC25
17002720,
17110538,
17004295,RIPK1
17125432,
17122194,
16798260,SNORD115-2
16803794,CFAP161
17068634,
16732248,NLRX1
16677850,
17124312,
17019040,TREML2
16798246,SNRPN; IPW
16753394,
16820584,NIP7
17043778,
17117930,LINC01311
16972305,CLCN3
16944588,SLC15A2
17007617,
16755878,CHPT1
17089315,ZNF79
16765525,NFE2
16776594,LOC102724489; LOC102724510
16664072,LINC01144
16927810,IGLV2-18
16756228,C12orf45
17003050,NOP16
16924832,KRTAP19-3
16754907,LOC105369879
17109441,LINC01456
16917446,
16741914,FAM168A
16778294,LINC00571
16826273,ITFG1
16958096,WDR5B
16704012,ZNF33A
16902208,C1QL2
17109209,
16999972,
16772852,
16820365,
17119034,
16687403,GLIS1
17047341,STAG3L1
16723697,PRR5L
17114266,TFDP3
17105001,
16710664,
17060098,TECPR1
17063575,MKRN1
17025252,LOC105378084
16673231,
16955098,DCP1A
16738319,
16906636,
17120354,
16864864,ZNF534
16801688,LOC105370848
17112269,ATRX
17123408,
16707695,HELLS
17031824,
17036544,
17039337,
17117602,LOC105370374
17048879,ARPC1B; ARPC1A
17116525,RBMY2AP; RBMY2BP
17116664,RBMY2AP; RBMY2BP
17117312,RBMY2AP; RBMY2BP
16857748,CLEC4M
16873352,GPR4; OPA3
16712503,
17069809,
16716672,FRA10AC1
16926175,
16989815,
16960399,COMMD2
16714027,FRMPD2
17123586,
17094586,
16891225,TUBA4B
16797049,
17111953,INGX
16746638,
16849556,TIMP2; CEP295NL
17054540,SNX8; MIR6836
17015791,
16746524,CCDC77
16807195,RASGRP1
16701782,WDR37
16670387,HIST2H3A; HIST2H3C
16692616,HIST2H3A; HIST2H3C
16867766,CD70
16887857,LINC01305
17100328,DPP7
16862107,LOC100129935
17007292,HLA-DQA2; HLA-DQA1
16721029,
17020930,TMEM30A; COX7A2
17065950,
16795664,FOXN3
17085376,LOC105376066
17118918,
16705051,CISD1
16798426,SNORD115-41
16858040,RDH8
16705397,
16985075,LOC105378991
16662077,HDAC1
16990631,TCERG1
17012416,C6orf58
17118554,
17125248,
17093319,
16666603,LOC101927542
17026529,
16793944,
16979933,SLC7A11
16801305,TEX9
16827394,ACD
16796466,
16712955,
16855745,
17044199,SNORD93
16972507,LOC102723627
17052021,C7orf73; SLC13A4
16729442,
16738869,PRPF19
16672323,CD1C
16767118,LOC100129940
17120152,
17120552,
17048536,
16851677,
16853135,LOC105372208
16926917,FLJ41941
16983266,
16751598,
16820333,NRN1L
16761457,TAS2R8
17058928,SPDYE16
17066474,FAM160B2
17098626,AK1
17085183,FAM74A6
16717469,CHUK
16856031,ZNF516
17106031,PRPS1
16989054,RAD50
16705713,
17012785,LINC01010
16786326,ZNF410
16666071,LOC101927244
16927307,
16829483,
16883255,VWA3B
16891254,
17000156,DCANP1; TIFAB
17126098,
16691803,LOC105379516
16960771,KCNAB1-AS1
17044545,EVX1
16857730,RETN
16990321,PCDHB14
16831247,ARHGAP44
16984304,C7
16806122,UBE3A
17121688,
16961304,
16963507,MIR4797
16846301,PRAC1
17118916,
17079085,LOC105375639
17007605,LOC105375026
16700400,C1orf198
16780322,DZIP1
16677538,LOC101929631
16848476,CPSF4L
16823799,GRIN2A
16729152,LOC105369391
17114368,MOSPD1
16990119,IK; MIR3655
16846163,COPZ2
16875952,VN1R1
16658471,LOC100505887
16871124,ANKRD27
16836538,DHX40
16712086,ITGA8
16741365,ORAOV1
16939887,LOC100506319
17063420,ZC3HAV1L
16788673,SNORD114-19
17087647,RNF20
16999157,LOC105379143
17125730,
16709597,CCDC172
16950058,MFI2-AS1
16658750,
16786801,VASH1
17054614,GNA12
16917785,LINC01427
16969729,EGF
16716547,IDE
16844381,CCR7
16775502,
17077014,
17120604,
16698159,MYOG
16780140,MIR4500HG
17074556,LOC105379237
16878800,BIRC6
16978346,DDIT4L
16927578,
16937094,GRM7
16776603,
17090893,WDR5
16749632,LINC00941
16763577,SLC38A4
16998162,MCTP1
16683771,TRIM63
16893262,LOC285191
17122782,
16990461,LOC101926941
17043278,
16962759,
17090889,LOC100130548
16936060,LINC00899
17074259,ANGPT2
17122810,
16971737,GUCY1B3
16777854,LINC01058
16669061,
16773677,LINC00545
16972993,TLR3
16754387,
16661351,WDTC1
16713610,LOC102724323
16820386,
16822462,
16809263,DMXL2
16909537,PDE6D
16667793,
16667796,
16822649,LOC100130430
16710394,EDRF1
16979715,
16872517,CYP2A6
17124302,
16898989,RAB11FIP5
16818563,
16953701,IP6K2
17101060,
16676873,CR1L
16803405,LINGO1-AS1
16704373,MIR3156-1
17114095,
16832558,RPL23A
17110629,
16896049,ALK
16694689,NES
16786820,LRRC74A
17055884,CLK2P1
16744174,RDX
16945582,ATP2C1
17027679,
17080066,
16966419,
16819994,HSF4; FBXL8
16721053,
17065453,DEFB103A; DEFB103B
17074366,DEFB103A; DEFB103B
16687827,DAB1
16780451,
16719600,
16693379,SPRR2G
17053864,PAXIP1-AS1
16796590,BCL11B
16802413,CORO2B
16784698,TOMM20L
16924260,
16794539,
17124208,
16883978,RGPD4
16901957,CKAP2L
16940203,RTP3
17118528,
16703058,LOC105376442
16681940,LRRC38
16741201,CHKA
16879315,
16799167,LOC105370770
16711674,
17005009,
17074725,DEFB130
17074768,DEFB130
16838477,LOC102723961
17110523,ZNF630
16668712,RAP1A
16896315,
17091110,LCN1
17026050,
16974175,MIR95
16926754,S100B
17124878,
17018347,GRM4
16737102,
16875240,
16747014,RAD51AP1
16699789,
16991909,
16781411,
16771368,SPPL3
16664976,
16744271,LOC100132078
16981893,CLDN24
17012259,
17110835,SYP
16942003,APPL1
16715781,
16734818,OR51A4
16755493,
16749077,SLCO1B1
16927023,DGCR10
16942883,
16665654,MIR4794
17059591,
16658960,
16778675,
16916546,SNRPB
17057680,LOC105375272
16933171,GUCD1
16826603,LOC105371275
16760133,LOC105369608
16786062,LOC105370558
16704645,ZNF488
16925586,DSCR4
16673229,
16663064,ZFP69
17120672,
16762154,ABCC9
17121126,
16924719,CCT8
16942717,
17043653,PHF14
16981824,LOC90768
17082192,PYCRL
17020958,
16711178,LOC105376348
17122840,
16782088,TRAJ18
16988085,
16701841,PFKP
16856203,BSG
17121304,
16703112,LOC100130992
17029144,
17036647,
17039442,
17041925,
17025417,AGPAT4
16946276,
16873557,PNMAL2
16702741,LOC102724039
16783723,
17073142,LOC101928037
17050893,FEZF1-AS1
16688287,C1orf141
16937571,VHL
16914040,
16746437,THYN1
16915963,LOC100130587
17060824,VGF
16942784,
17100643,
16738786,GIF
17123164,
16906477,HIBCH
16871025,
16705086,LOC105378316
16688912,UOX
16806093,MAGEL2
17122184,
16809971,MYO1E
16836292,ANKFN1
16732952,
17102352,GK
16812871,
16956543,POU1F1
17121088,
16896313,
16772702,
16724663,MIR3161
16975082,
17029160,
17031945,
17034415,
17036663,
17039458,
17041941,
17076806,LOC105379396
17125546,
16933795,TBC1D10A
16744774,LOC100652768
16868361,ZNF699
16658477,
16932914,ZNF280B
16766001,CS
16788221,
16711824,MIR548Q
17118768,
16670169,LOC105371227
17028809,
17031588,
17034042,
17036309,
17111963,LOC100129291
17065992,MICU3
16761971,
17071254,
16743926,CARD18
16684214,TMEM200B
16804964,FES
16958504,
16664708,ZFYVE9
16772883,
16981561,LOC105377543
16855056,HDHD2
17097231,LRRC37A5P
16738342,
16970787,
16958012,
16787312,
16680038,C1orf159
16998159,
16792659,SOS2
17064197,ZNF767P
16964764,TBC1D14
16920610,MTRNR2L3
16688680,
17067748,LOC105379362
16673036,C1orf226
16823991,RSL1D1
16858118,SNORD105
16803807,IL16
16781181,F10-AS1
16811656,UBL7
16808783,
16986583,JMY
16816171,
16848097,FAM20A
16946660,LOC101927866
17060983,POLR2J
17023927,AHI1
16987914,WDR36
16671707,MTX1
17062219,
16995685,PRKAA1
16724771,OR8H2
16736807,CCDC34
16901666,LINC00116
16752453,PA2G4
17022980,FAM162B
16742084,
16955172,CACNA2D3-AS1
16761350,KLRC3
16937505,FANCD2
16972704,
16970429,
17086981,
16796302,SERPINA12
16805490,
16837292,LOC105371870
16852690,
17075989,
16888963,NABP1
16850414,
16840321,NLRP1
16765281,
16763280,ZCRB1
16782092,TRAJ16
17008715,GNMT
16807879,TMEM87A
16866627,LOC102723811
16680654,
17063779,TRBV5-6
16668891,LRIG2
17081857,MROH5
16708249,SCD
16985552,
16674271,TEX35
16788725,MIR329-1
16728182,MRGPRF-AS1
17041368,
16970771,LOC105377434
16716322,
17120866,
17053092,ZNF783
17073644,MROH1
16915484,C20orf197
16970590,
16874339,RRAS
16794347,MAP3K9
16704096,
17122680,
16895848,PPM1G
17067998,
16936306,MLC1
16820674,MIR1972-1; MIR1972-2
16824130,MIR1972-1; MIR1972-2
16985518,PIK3R1
17083622,LOC105375977
16916362,SCRT2
16786906,MIR1260A
16791391,
16940535,TREX1
16795285,DIO2
16776323,LINC00551
16732891,NRGN
16929199,LINC01521
17029721,
17039923,
16766655,
16706408,DLG5-AS1
16732785,LOC105369543
16796768,
17123302,
17125318,
16883307,CNGA3
16731461,NNMT
16750761,TROAP
16689180,
16895807,EIF2B4
16776228,
16859675,CCDC124
16759537,
17069577,C8orf46
16708461,LOC105378453
17118309,
16852958,
16698645,
16993451,LTC4S; MAML1
16798250,SNRPN; IPW
16915804,GID8
16875074,ZNF611
16820483,CDH3
16799315,THBS1
16985569,
16788809,
16877567,LOC101928271
17025213,
16825181,ZKSCAN2
16762454,
16917249,
16910284,C2orf54
16728189,TPCN2
16890063,LOC105373852
17024265,TXLNB
16719538,
16822815,SPSB3
17114394,SMIM10L2B
16812136,LOC105370911
16797660,
16797683,
16907044,SATB2
17074730,LOC392196
16828734,MBTPS1
16880879,
17125326,
17005858,HIST1H2AI
16927696,IGLV8-61
17032389,
17102306,
16682726,LOC100130193
17079906,
17054466,LOC401296
16735010,PRKCDBP
16866838,BTBD2
16986203,HEXB
16919156,
16822953,NTHL1
17117276,DAZ4; DAZ1; DAZ2
16915075,
16971253,
16708572,ELOVL3
17081009,
16922036,BACH1
17125352,
17121514,
16933818,SF3A1
16684089,RPA2
16911754,SEC23B
17123798,
17119904,
17119240,
16812505,GOLGA6L10; GOLGA6L9
17106557,SLC25A43
16790592,HAUS4
17008463,NCR2
16920671,PMEPA1
16943527,LOC101929435; LOC101929453
16866232,ZNF544
16716724,NOC3L
17124916,
16890097,
16909277,SPHKAP
16680148,ACAP3
17105076,P2RY10
17074966,CNOT7
16998110,
17105099,FAM46D
16939836,
17119342,
17018810,
16949679,HRASLS
16967135,
17109425,
17107825,CNGA2
16704375,ALOX5
16879094,VIT
16731132,DIXDC1
17004491,LYRM4-AS1
16765809,MMP19
16752021,COPZ1
17091905,WASH1; WASH5P; WASH7P
16948158,LINC00501
16759197,
16843306,
16709458,TDRD1
16745452,LOC649133
17014619,LOC101929297
17016421,ZNF322
17093117,TOPORS
16963897,LOC105374344
16951990,SUSD5
16989865,
16809748,MNS1
16896859,LOC101929723
16823869,TNP2
17111994,RGAG4
16857449,CRB3
16896237,SRD5A2
16728711,LOC105369378
16840170,CAMTA2
17044071,DNAH11
16883376,
17123856,
16667422,FLJ31662
16930182,APOBEC3F; APOBEC3G
16947816,SAMD7
17067801,UNC5D
17007738,SCUBE3
16844523,KRT39
17088570,LOC102724966
17006588,
17090608,
16970094,
16911688,PET117; CSRP2BP
16829894,PLD2
17117531,SKCG-1
16886663,
16893826,
16703334,LOC105376457
16959176,
16719366,UROS
16927762,IGLL5; IGLV1-36
16903897,NR4A2
16836156,UTP18
17086805,ANKRD19P
16969469,ARHGEF38-IT1
16788881,
17076867,PRKDC
17087430,COL15A1
16993638,TRIM52-AS1
16882658,RPIA
16818451,TP53TG3D
16699354,
17055888,
17096340,LOC286359
17020231,
16798408,SNORD115-32
16968211,
16824143,RRN3
16756960,FAM216A
16729865,TYR
16747439,GPR162
16918193,LINC01597
16821367,HSD17B2
16818596,
16678511,LOC105373124
16827698,
17095513,LOC105376130; LOC497256
16733349,
17118724,
16784561,
16909162,LOC105373913
16778302,LINC00437
17048030,
16706200,VCL
16891523,LOC105373899
16844853,HAP1
17058960,SPDYE18; SPDYE16
16892863,LOC105373953
16854216,MIR133A1; MIR133A1HG
16737843,LRP4
17001185,GRXCR2
16896337,LOC105374458
16999074,
16672265,CYCSP52
17020149,LOC105375094
17108525,H2AFB1
17094088,ANKRD18A; FAM95C
17020240,HMGCLL1
17123028,
16717376,LINC01475
16786933,SAMD15
16714618,ANK3
16679967,
17090322,FUBP3
16992324,NPM1
16911984,
16657489,
16969263,FLJ20021
16993311,ZNF454
16688654,ASB17
16780696,LINC00411
16980156,LOC105377456
17021824,LOC105377904; LOC105377907
16658904,
16902724,
17077327,MOS
16698304,GOLT1A
16842984,NUFIP2
16745900,RPUSD4
16728425,SHANK2-AS1
17051157,
16754880,ALX1
16958926,LOC105374100
16963019,LOC105374293
16882744,IGKV1D-27
17054006,NOM1
16757979,UNC119B; MIR4700
16711819,
16865900,ZNF583
16928124,LOC391322
16897328,LOC101927043
16905120,
16887334,SSB
16977789,KLHL8
16901568,EDAR
17053711,GALNTL5
16896294,
16971907,
16907904,LOC105373862
16860123,ZNF486
16736926,KCNA4
16807976,TTBK2
16977309,RASGEF1B
17098424,MAPKAP1
16751893,LOC105378250
16722015,
16721320,OR56A3
16789857,
16667606,
16668513,UBL4B
17114139,IGSF1
16956481,
16698618,SRGAP2
16664156,MAST2
16789078,
16732163,C2CD2L
16692857,ARNT
16903487,LOC105373683
16826534,LOC643802
16673056,UAP1
17122266,
16726448,CCDC88B
17016618,
17026466,
17028523,
17031324,
17033774,
17036073,
17038811,
17041426,
16760976,
16821171,
16769514,APPL2
17034497,
17123378,
16802880,C15orf59-AS1
16822831,HAGH
16771652,VPS33A
17098620,
16846211,
17007029,STK19
16963876,FGFRL1
16996667,
17004342,PSMG4
17005121,RBM24
17115352,NAA10; ARHGAP4
17121652,
16804442,LOC105370954
17024728,
17091922,LINC01388
16924426,
16741344,
16816604,ACSM3
17085399,KGFLP1
16884930,
16968246,BMP2K
17017697,ATF6B; TNXB
16779667,PCDH9
16724570,SLC39A13
17054310,
16819961,C16orf70
16705810,UNC5B
17125302,
16709894,SEC23IP
16858137,ICAM1
16707291,RPP30
16830982,ODF4
16828588,MAFTRR
16711750,USP6NL
16696824,ABL2
16847393,SCARNA20
17014625,RPS6KA2-AS1
17000485,HSPA9
16976699,
16901512,ST6GAL2
16960227,ZIC4
16993913,CTD-3080P12.3
16691474,LOC100996263
17124786,
16936325,TUBGCP6
16894153,
17110616,
16949062,EPHB3
16907486,
16796820,
17092233,KIAA2026
17038028,
16684297,MATN1
17104865,LOC101928259
17102929,
16801941,SNX1
16742283,
16917214,
17047459,SNORA14A
16813666,LOC105371010
17123644,
17073830,
17097144,
16691431,
16922096,
16972039,MIR3688-2
16725356,CCDC86
17077580,LOC105375938
16761654,LOC105369663
16804141,EFTUD1P1
16814295,CAPN15
16745148,RPS25
16941167,MANF
16750207,
16972634,LOC285500
16713335,ZNF248
16797467,IGHD
16665433,
16993559,BTNL3
16684406,SNRNP40
16763911,ZNF641
16846694,
16976024,LOC105377658
16866718,UQCR11
16771058,LOC105370027
17112572,
17017575,NELFE; MIR1236
16836858,
16829111,
17120006,
16720714,KRTAP5-AS1
16931563,
17051347,IRF5
17091666,CYSRT1
16911149,PCNA-AS1
16820041,E2F4
16780478,
16900538,NEURL3
16792076,LOC105370452
16726320,FKBP2
16951444,
16815925,SNX29
17004853,LOC105374928
17018601,C6orf222
16954341,
16932077,MIR648
16887921,HOXD12
16741000,CORO1B
16785509,
16985658,RAD17
16730688,MIR4693
16860130,LOC102724427
16685503,
16703561,
16745752,HEPACAM
17101854,
16762050,
17088826,OR5C1
16846093,OSBPL7
16711479,IL15RA
17004374,FAM50B
16903879,LOC105373696
16862866,ZNF221
17083851,
17023655,
16856130,
16658248,LINC01134
17051796,LOC105375513
17019399,YIPF3
16871873,LOC100631378
16791516,LOC101927062
17063364,
16949922,LINC00969
17071460,LOC105375671
16944495,LOC105374066
16846711,LOC101927253
17064600,
16802513,
16948134,
17078630,
16783170,LOC101927124
16719112,
16994807,
17010780,
17121636,
17045178,LOC101928618
16729485,USP35
16826586,IRX3
16926513,LINC00163
17101323,VCX3B
16714944,PBLD
16761820,MGP
16933931,PES1
17113969,ACTRT1
17118638,
16712368,
16786710,
17070441,CA3
17106166,
17082309,PUF60
17076131,
16799157,LOC102724214
16745597,ZNF202
17118364,LOC100129596
16737503,ALKBH3-AS1
16695572,PFDN2
16805874,LOC105370712; LOC105370718
16671759,RUSC1
16882651,LOC101928371
16734614,MRGPRG
16782104,TRAJ9
17103207,
17045078,BMPER
17124646,
16746640,ERC1
17099083,TOR1A
16860778,
16711839,UCMA
17079628,
16999076,
16683871,
17123626,
16744240,COLCA1
17095956,LOC101927993
17043947,
16888822,MFSD6
16957943,LOC101926983
16979101,MIR302B
16696488,
16828021,ZNF19
16864141,RPL13A; FLT3LG
16835270,
16920744,GNAS-AS1
16794764,
16962868,LOC285389
16673748,FMO4
16700554,PCNXL2
17003748,MGAT4B
16851843,WBP11P1
16795752,LOC105370619
16756834,TCHP
17117525,LOC100129473
16658379,LINC00337
16740814,ZDHHC24
16742340,WNT11
17012795,
16988874,ADAMTS19
16782971,
16819247,MT1B
16863568,CCDC9
16961366,
16777627,
17102559,SYTL5
17078367,LOC105375904
17125386,
17125516,
16853875,LOC102724470
17089365,
16976117,NMU
16745992,
16960911,LXN
16845427,MEOX1
16926302,ICOSLG
16865153,CACNG7
16902134,DPP10-AS1
16731068,LAYN
16975500,LOC105374428
16710011,
16900022,KRCC1
17052939,ARHGEF5
17123958,
16912233,LOC101926955
16902258,LINC01101
16961947,
17065173,ARHGEF10
16664466,
17059147,LOC105369146
16812803,WDR73
16905108,DLX2
17073244,
16947148,ARHGEF26
17071983,LOC105375706
17123882,
16872990,PHLDB3
17005108,LOC101928433
16771356,
17027620,
16758336,KNTC1
16862918,ZNF224
16810976,SNORD18A; RPL4
17053683,WDR86-AS1
16965713,
16796662,
16776401,LINC00370
16970258,KIAA1109
17115426,MIR3202-2
17047585,
16921511,
17100764,
16705305,
17121414,
16705255,
17082782,RECQL4
17086919,
16684280,LOC101929406
16914607,LOC105372645; LOC105372647
16691078,RSBN1
16997269,
17033780,
17073934,
16974521,
16994682,
16728853,
16957874,LRRC58
16719953,SCGB1C2; SCGB1C1
16692761,
16759694,ZNF268
17056984,INHBA
16886602,ARL6IP6
16966685,SPATA18
16759604,PGAM5
16838249,LOC100507351
16793052,GNPNAT1
16822889,RPS2
16727908,AIP
16795262,
16943228,
16707196,IFIT1
16864565,SNAR-F
16966936,LOC644145
16914961,PFDN4
16871622,COX7A1
16667908,LOC105378887
16845850,
16836409,OR4D1
16781747,
16995703,
17116820,
16777965,N4BP2L2
16730106,C11orf54
16848609,CD300E
17123008,
17055610,LOC105375176
16951594,
16728287,ANO1
17118228,
17118232,
17118242,
17118246,
16872590,ATP5SL
16922066,KRTAP15-1
17017167,LOC102725068
17096379,LOC105376171
16946207,FAIM
17008928,TTBK1
16781462,
16795042,
16899248,MOGS
17125094,
17004849,LOC105374928
16864129,FLT3LG
16738389,OR5M10
16691204,BCAS2
16703601,LOC105376472
17024425,
16929459,
17090103,PRRX2
16798810,
16857080,PIAS4
16795304,CEP128
16689243,
17076318,STAR
16660753,LOC284632
16884991,CFAP221
16921571,
16936925,LRRN1
16972357,
17073495,GRINA
17082450,
17007285,
16708122,CNNM1
16702722,RPP38
17043309,
16994818,
16757543,
17122086,
16785387,PPP1R36
17120630,
16697159,
16712658,ANKRD26
16772529,
16811902,LOC101929439
16807342,PLCB2
16795021,ANGEL1
16873104,LYPD5
16901591,MIR4266
17015857,
16909724,ARL4C
16922385,LINC00649
17076721,
16950216,IL5RA
16847007,MKS1
17020089,GSTA3
16788764,MIR544A
16690535,PSRC1
16839913,ZZEF1
16723903,HSD17B12; MIR670HG
16760323,
16838367,TMEM235
16773723,LOC105370150
16994690,
16855807,
16951548,NKIRAS1
16792601,LOC105378179
16669483,
16691848,
16894740,SMC6
17083417,MLANA
16927863,IGLJ5
17125746,
17103943,
17066601,SLC39A14
17072746,
16855637,PIGN
16788687,SNORD114-23
16822265,WASH4P; WASH1
16827234,FAM96B
16999557,
16829242,GALNS
16978774,GIMD1
16813370,
16773478,RPL21
16695388,
16895337,POMC
17122410,
16869984,EPS15L1
17121150,
16705006,MIR605
16867657,PSPN
17076627,NKX6-3
17067605,SMIM18
16750996,ASIC1
17011822,
17097128,
17101287,PRKX-AS1
16711627,KIN
17122054,
17092901,CDKN2B
16788973,WDR20
16926289,CH507-9B2.8; LOC105377139
17113525,KLHL13
16847354,USP32
16962685,LOC105374274
17120268,
16788488,MEG3
16872022,LGALS7
16973942,
16776530,LINC00431
16758442,CCDC62
16924521,LINC00515
16992369,SMIM23
16818808,NKD1
16984362,
17083620,
16741418,ANO1-AS2
16677057,SYT14
16952523,
16661342,TRNP1
17012440,
16886059,LOC105373632
16692368,
17083352,INSL4
16782958,MIR4307
17028309,
17031135,
16974963,LOC101929161
16965112,
16697927,PHLDA3
17070653,OSGIN2
16667173,
16838405,
17120788,
17085993,
17078529,
16697476,
16754574,
16954385,NAT6; HYAL3
16927765,
16718836,PRLHR
16724194,CRY2
16780623,LOC101927437
16884827,DPP10
16900084,IGKV1-5
17074430,
16708293,PAX2
17056192,HOXA13
16672111,HAPLN2
16913869,L3MBTL1
16710656,LOC101927435
16777963,N4BP2L1
16661497,THEMIS2
16767642,LOC100507377
16820995,HCCAT5
16943789,CD96
16764232,DHH
16992939,ZNF346
16779059,CAB39L
16955456,DENND6A
16858647,LOC105372276
16742381,
16989199,LOC105379183
16682829,CAMK2N1
16853706,LINC00668
16766403,NEMP1
16873127,ZNF45
16859395,MYO9B
17044800,GARS
17065339,
16890709,DIRC3-AS1
16723422,KIAA1549L
17044302,CCDC126
16705798,
16915220,RAB22A
16798230,SNORD116-27
16838791,BAHCC1
16844842,KRT42P
16801973,SNX22
16956194,MIR1284
17111738,OPHN1
17078121,LACTB2
16757556,LOC102723639
16969764,
16776048,FKSG29
16841475,
16949780,LINC00884
16695142,
16898290,
16774381,LOC105370177
16813335,
17125808,
16676008,PPP1R12B
16949452,LOC100131635
17118618,
16938100,
17114548,
16706685,NRG3
16691925,PPIAL4C; PPIAL4A
17117575,
16966491,
17072481,
16794220,DCAF5
16990094,
16851443,RIOK3
16768715,
16958963,H1FX
17044007,
17123508,
16783974,ARF6
16857340,HSD11B1L; RPL36
16684638,
16898219,LOC105374763
16956238,
16976129,
17002260,
17000970,FCHSD1
16695032,OR10T2
16951557,
16834252,NKIRAS2
16815374,ZNF205
16794604,
17019707,CYP39A1
16869710,OR7C1
17121320,
16965475,
16888912,MYO1B
16852622,MALT1
16973107,LOC105377596
16762573,ASUN
16914937,
16847159,C17orf47
17082829,ARHGAP39
16859117,CYP4F22
17072269,
16935244,RPL3
17072093,LOC105375724
16701828,LOC105376350
16790475,
16688460,LOC102724548
16832168,SPECC1
17017998,HLA-DMB
17111599,LINC01278
17104908,CHIC1
17063787,TRBV6-7
16833000,RAB11FIP4; MIR4724
16931015,SAMM50; PNPLA3
17125704,
17097366,
16709793,
17101338,
16707260,LINC00865
17081706,AGO2
16870774,MIR1270
16870780,MIR1270
16883325,INPP4A
16897924,
16676592,IKBKE
16915089,
16803618,MIR184
17005740,HCG11
16952451,
16703251,KIAA1217
17122200,
17123318,
16830045,LOC105376798; LOC101928000
16867432,PTPRS
17012079,NUS1
16887586,DCAF17
17051150,MIR129-1
16699134,
16983517,
17087510,
16714933,
16805432,LOC102724872
16943175,OR5K2
16735513,C11orf16
16680113,FAM132A
17120412,
16919953,LOC102723442
16669626,LOC100996720; LOC105378954
16740495,RELA
17002032,
16902646,HS6ST1
17009396,
16780754,FGF14
16697938,CSRP1
16817212,
16784484,
16786304,PTGR2
16740238,BATF2
16688149,
16969414,TET2
17124120,
17120762,
16686195,LOC101929609
16969182,C4orf17
17124764,
16787479,LOC105370622
16966725,
17047397,RHBDD2
16846389,PHOSPHO1
16773629,LINC00544
16997342,
16733858,SIGIRR
16867680,KHSRP; MIR3940
16945097,
16767621,
17013672,LOC105378054
16664624,OSBPL9
16788406,SLC25A47
16865720,ZNF580; ZNF581; CCDC106
17000561,
16774592,CPB2-AS1
17102951,CHST7
16853866,
16945664,NUDT16
16965152,
16836863,
17043320,OCM
16723692,
17042874,LOC101927021
16748061,PHC1
16719115,
17019077,TFEB
17019746,
16992809,HIGD2A
16666738,CYR61
16724411,F2
16816702,
17121638,
16697662,MIR181A1
17086685,UNQ6494
16670210,RNVU1-19
16851914,ZNF397
16825970,PRSS8
16955064,TKT
16733534,
16897794,
16954925,NEK4
